3,69.6
4,69.6
5,69.6
6,69.6
7,69.6
8,69.6
9,69.6
10,69.6
11,69.8
12,69.8
13,69.8
14,69.8
15,69.8
16,69.8
17,69.7
18,69.8
19,69.9
20,69.8
21,69.8
22,69.8
23,69.8
24,69.8
25,69.8
26,69.8
27,69.8
28,69.8
29,69.8
30,69.8
31,69.8
32,69.8
33,69.8
34,69.8
35,69.9
36,69.8
37,69.9
38,69.9
39,69.9
40,69.9
41,70.0
42,70.1
43,70.2
44,70.2
45,70.3
46,70.4
47,70.4
48,70.3
49,70.4
50,70.4
51,70.4
52,70.5
53,70.5
54,70.7
55,70.8
56,70.8
57,70.7
58,70.5
59,70.6
60,70.7
61,70.7
62,70.7
63,70.8
64,70.8
65,70.9
66,70.9
67,71.0
68,71.0
69,71.0
70,71.0
71,71.0
72,71.0
73,71.0
74,71.0
75,70.9
76,70.9
77,70.9
78,70.7
79,70.7
80,70.9
81,70.8
82,70.9
83,70.9
84,70.9
85,71.0
86,71.0
87,71.0
88,71.0
89,71.0
90,70.8
91,70.8
92,70.8
93,70.7
94,70.8
95,70.7
96,70.8
97,70.7
98,70.7
99,70.7
100,70.7
101,70.7
102,70.7
103,70.7
104,70.7
105,70.7
106,70.6
107,70.6
108,70.6
109,70.6
110,70.6
111,70.5
112,70.5
113,70.5
114,70.5
115,70.7
116,70.6
117,70.6
118,70.6
119,70.5
121,70.5
122,70.6
123,70.5
124,70.5
125,70.5
126,70.5
127,70.5
128,70.6
129,70.6
130,70.6
131,70.6
132,70.7
133,70.7
134,70.8
135,70.7
136,70.7
137,70.7
138,70.7
139,70.7
140,70.7
141,70.6
142,70.6
143,70.6
144,70.6
145,70.6
146,70.5
147,70.5
148,70.5
149,70.5
150,70.5
151,70.5
152,70.5
153,70.5
154,70.5
155,70.6
156,70.6
157,70.6
158,70.5
159,70.6
160,70.7
161,70.6
162,70.7
163,70.7
164,70.7
165,70.7
166,70.9
167,70.9
168,70.9
169,70.8
170,70.9
171,70.9
172,70.9
173,70.8
174,70.9
175,71.0
176,71.0
177,71.1
178,71.0
179,70.8
180,70.7
181,70.6
182,70.6
183,70.8
184,70.7
185,70.7
186,70.8
187,70.8
188,70.8
189,70.8
190,70.8
191,70.8
192,70.8
193,70.7
194,70.7
195,70.7
196,70.6
197,70.8
198,70.8
199,70.8
200,70.7
201,70.7
202,70.7
203,70.7
204,70.7
205,70.6
206,70.5
207,70.4
208,70.4
209,70.4
210,70.4
211,70.3
212,70.4
213,70.5
214,70.5
215,70.5
216,70.5
217,70.5
218,70.5
219,70.5
220,70.5
221,70.5
222,70.5
223,70.5
224,70.5
225,70.6
226,70.6
227,70.6
228,70.6
229,70.5
230,70.6
231,70.5
232,70.6
233,70.6
234,70.6
235,70.6
236,70.6
237,70.6
238,70.6
239,70.6
241,70.7
242,70.7
243,70.7
244,70.8
245,70.8
246,70.8
247,70.8
248,70.8
249,70.8
250,70.9
251,70.9
252,70.9
253,70.9
254,70.9
255,70.9
256,70.7
257,70.7
258,70.8
259,70.8
260,70.8
261,70.8
262,70.8
263,70.8
264,70.8
265,70.8
266,70.8
267,70.8
268,70.8
269,70.7
270,70.8
271,70.8
272,70.8
273,70.8
274,70.8
275,70.8
276,70.8
277,70.8
278,70.8
279,70.8
280,70.8
281,70.8
282,70.8
283,70.9
284,70.9
285,70.9
286,70.9
287,70.9
288,70.9
289,70.9
290,70.9
291,70.9
292,71.0
293,71.1
294,71.3
295,71.2
296,71.1
297,71.1
298,71.1
299,71.1
300,71.1
301,71.1
302,71.1
303,71.1
304,71.1
305,71.1
306,71.0
307,71.1
308,71.1
309,71.1
310,71.0
311,71.1
312,71.1
313,71.1
314,71.1
315,71.1
316,71.1
317,71.2
318,71.3
319,71.3
320,71.3
321,71.3
322,71.3
323,71.3
324,71.4
325,71.4
326,71.4
327,71.4
328,71.4
329,71.4
330,71.3
331,71.3
332,71.3
333,71.3
334,71.2
335,71.2
336,71.2
337,71.2
338,71.2
339,71.3
340,71.3
341,71.3
342,71.2
343,71.2
344,71.2
345,71.2
346,71.2
347,71.2
348,71.3
349,71.3
350,71.3
351,71.3
352,71.3
353,71.3
354,71.4
355,71.3
356,71.3
357,71.3
358,71.3
359,71.3
361,71.4
362,71.4
363,71.4
364,71.5
365,71.5
366,71.5
367,71.6
368,71.6
369,71.7
370,71.7
371,71.7
372,71.7
373,71.7
374,71.7
375,71.7
376,71.7
377,71.7
378,71.6
379,71.7
380,71.7
381,71.7
382,71.7
383,71.8
384,71.7
385,71.7
386,71.8
387,71.8
388,71.8
389,71.7
390,71.7
391,71.7
392,71.7
393,71.6
394,71.6
395,71.5
396,71.5
397,71.5
398,71.5
399,71.5
400,71.5
401,71.5
402,71.5
403,71.6
404,71.6
405,71.6
406,71.7
407,71.7
408,71.7
409,71.7
410,71.7
411,71.7
412,71.7
413,71.7
414,71.7
415,71.7
416,71.7
417,71.6
418,71.7
419,71.7
420,71.7
421,71.7
422,71.7
423,71.7
424,71.7
425,71.7
426,71.8
427,71.8
428,71.8
429,71.8
430,71.8
431,71.9
432,71.8
433,71.9
434,71.9
435,72.0
436,72.0
437,72.0
438,72.0
439,72.1
440,72.1
441,72.1
442,72.0
443,72.0
444,72.0
445,71.9
446,72.0
447,71.9
448,71.9
449,71.9
450,71.8
451,71.8
452,71.8
453,71.9
454,71.9
455,71.9
456,72.0
457,72.0
458,72.0
459,72.1
460,72.1
461,72.1
462,72.3
463,72.3
464,72.3
465,72.4
466,72.4
467,72.5
468,72.5
469,72.9
470,73.0
471,73.0
472,73.0
473,73.0
474,73.0
475,73.0
476,73.0
477,73.0
478,72.8
479,72.9
481,72.8
482,72.9
483,72.9
484,72.8
485,72.8
486,72.7
